id,transaction_id,utr_number,amount,payment_type,payment_date,updated_at,student_id,subscription_id
933,"",DO80 B0S1 3370 5890 5569 8575 5448,202.00,OnlineBanking,2022-09-10 00:00:00+05:30,2023-01-14 00:00:00+05:30,786,5
934,"",IT13 Z497 6509 332Q SEIT BG4H UWG,781.00,OnlineBanking,2022-05-31 00:00:00+05:30,2022-10-12 00:00:00+05:30,143,4
935,"",FR77 3351 5555 32WZ GOKE UKEZ Q74,201.00,DebitCard,2022-07-06 00:00:00+05:30,2023-02-09 00:00:00+05:30,271,4
936,"",DO85 1LED 7885 0131 4259 1105 7853,50.00,DebitCard,2022-09-14 00:00:00+05:30,2022-05-26 00:00:00+05:30,390,1
937,"",DE66 2635 8260 7836 4064 26,971.00,DebitCard,2022-10-09 00:00:00+05:30,2022-10-23 00:00:00+05:30,927,5
938,"",FR05 8613 4144 39FP CDPS GBWH Z24,869.00,DebitCard,2023-03-03 00:00:00+05:30,2022-05-09 00:00:00+05:30,862,5
939,"",BA52 5594 6604 0119 1394,171.00,OnlineBanking,2023-01-19 00:00:00+05:30,2022-11-01 00:00:00+05:30,491,3
940,"",BH14 QNYS FCUB ZFPB 9TV4 WW,360.00,CreditCard,2022-10-17 00:00:00+05:30,2023-02-06 00:00:00+05:30,654,4
941,"",DK24 5913 9007 3025 24,916.00,UPI,2022-07-04 00:00:00+05:30,2022-12-26 00:00:00+05:30,888,5
942,"",FR70 2219 3106 14MU BD3M UR71 431,427.00,OnlineBanking,2022-07-15 00:00:00+05:30,2022-11-26 00:00:00+05:30,358,1
943,"",FR13 9534 8729 89WK UUL4 BZ1V P43,475.00,OnlineBanking,2022-07-23 00:00:00+05:30,2022-05-13 00:00:00+05:30,979,3
944,"",FO54 3777 9584 5349 62,367.00,OnlineBanking,2023-01-06 00:00:00+05:30,2022-05-31 00:00:00+05:30,920,2
945,"",NO29 4892 2460 902,680.00,OnlineBanking,2022-04-16 00:00:00+05:30,2022-10-19 00:00:00+05:30,831,3
946,"",BG97 XTVX 0553 90XJ EBRC PC,217.00,UPI,2022-05-10 00:00:00+05:30,2023-01-10 00:00:00+05:30,914,3
947,"",GE19 KB62 2169 5728 5359 07,319.00,OnlineBanking,2022-04-14 00:00:00+05:30,2022-05-15 00:00:00+05:30,87,5
948,"",MC22 8135 1939 84JU ZQPE 99NC Y65,99.00,DebitCard,2022-11-26 00:00:00+05:30,2022-10-06 00:00:00+05:30,383,4
949,"",FR19 5201 3763 15EI 0EPO CDJ9 L48,652.00,OnlineBanking,2022-04-08 00:00:00+05:30,2022-04-13 00:00:00+05:30,593,3
950,"",FR79 4094 3265 99UM 7L51 063J Y38,696.00,DebitCard,2022-07-09 00:00:00+05:30,2022-09-15 00:00:00+05:30,271,5
951,"",RO03 QVVL DGGX D3TX UML7 CKOS,544.00,OnlineBanking,2022-09-25 00:00:00+05:30,2022-04-04 00:00:00+05:30,442,5
952,"",BH12 ULSM TFEO SMMK EHAY 8Y,427.00,UPI,2022-08-08 00:00:00+05:30,2022-12-01 00:00:00+05:30,594,5
953,"",FR05 0066 5299 83FH 7COX U2GX 714,511.00,DebitCard,2022-04-12 00:00:00+05:30,2022-06-19 00:00:00+05:30,97,1
954,"",GE80 EF99 2036 7483 3738 29,99.00,OnlineBanking,2022-06-01 00:00:00+05:30,2023-02-14 00:00:00+05:30,982,4
955,"",MC61 2433 0250 84QT S0TW 9UPF 375,114.00,CreditCard,2022-06-25 00:00:00+05:30,2022-10-20 00:00:00+05:30,727,4
956,"",IE49 LLFA 8658 0874 6824 15,975.00,OnlineBanking,2022-05-26 00:00:00+05:30,2023-02-14 00:00:00+05:30,477,1
957,"",CZ47 0330 0872 4013 8797 1479,667.00,OnlineBanking,2022-10-25 00:00:00+05:30,2022-11-09 00:00:00+05:30,291,4
958,"",FR21 8652 9434 17MS 3UFP KFHF S80,24.00,OnlineBanking,2022-06-08 00:00:00+05:30,2022-08-24 00:00:00+05:30,264,5
959,"",CZ38 5262 7254 0053 1845 9278,73.00,CreditCard,2023-02-23 00:00:00+05:30,2023-01-28 00:00:00+05:30,62,3
960,"",AL43 3681 4481 Y6KA 0CD2 VW7R ISVX,126.00,CreditCard,2022-04-22 00:00:00+05:30,2022-09-25 00:00:00+05:30,988,3
961,"",FR16 0393 4425 19MJ VUUL TVAF U43,843.00,UPI,2022-05-17 00:00:00+05:30,2022-06-14 00:00:00+05:30,534,2
962,"",AT95 9248 0143 9819 9142,522.00,OnlineBanking,2022-06-23 00:00:00+05:30,2022-06-08 00:00:00+05:30,970,2
963,"",MR14 2426 6624 3408 4665 8933 402,849.00,OnlineBanking,2022-08-22 00:00:00+05:30,2022-08-16 00:00:00+05:30,339,5
964,"",MT56 TQBL 1534 6UO5 NUFH 4PVD 9BJU ECP,793.00,DebitCard,2022-07-31 00:00:00+05:30,2023-02-14 00:00:00+05:30,563,2
965,"",MD03 FDPY ZFWV ENLO 41TG GRWZ,981.00,DebitCard,2022-10-27 00:00:00+05:30,2022-11-17 00:00:00+05:30,576,5
966,"",FR98 1613 3544 85WK NY7K FXDS L67,970.00,OnlineBanking,2022-05-11 00:00:00+05:30,2023-02-21 00:00:00+05:30,266,5
967,"",KZ36 514R Y0DZ GAYH VFWY,290.00,DebitCard,2023-01-11 00:00:00+05:30,2022-11-03 00:00:00+05:30,755,1
968,"",GR47 9097 369L CWMB YSPZ Q0NW DFG,355.00,DebitCard,2023-01-28 00:00:00+05:30,2022-08-15 00:00:00+05:30,450,5
969,"",KW35 ZXTA LJH9 ZI15 X80H SDEY TVAX FU,343.00,UPI,2022-12-19 00:00:00+05:30,2022-10-11 00:00:00+05:30,503,3
970,"",ES31 5938 1898 6012 0105 6171,462.00,CreditCard,2022-04-07 00:00:00+05:30,2022-11-02 00:00:00+05:30,718,5
971,"",FR23 5783 1298 67HX UWIB VRJ4 E67,590.00,DebitCard,2022-09-17 00:00:00+05:30,2022-12-08 00:00:00+05:30,307,1
972,"",RO82 JGUO EJQP JXH7 RESI 9PV2,364.00,OnlineBanking,2023-02-16 00:00:00+05:30,2022-05-25 00:00:00+05:30,696,2
973,"",GR19 2927 534H VPSV VM3M BITK GGB,589.00,CreditCard,2022-10-07 00:00:00+05:30,2022-08-03 00:00:00+05:30,230,5
974,"",FR38 7716 5975 61JT KQM2 TLHG 096,422.00,OnlineBanking,2022-08-21 00:00:00+05:30,2022-12-28 00:00:00+05:30,132,2
975,"",PT83 7483 0874 7436 3163 7411 5,953.00,OnlineBanking,2022-09-08 00:00:00+05:30,2022-10-19 00:00:00+05:30,604,5
976,"",FR23 6510 4488 20VL EFQH IHRB L73,1.00,OnlineBanking,2022-10-16 00:00:00+05:30,2023-02-02 00:00:00+05:30,845,5
977,"",SE24 1714 6111 8332 2030 8403,339.00,DebitCard,2022-10-02 00:00:00+05:30,2022-04-02 00:00:00+05:30,709,1
978,"",BA59 7243 5325 7107 5212,140.00,DebitCard,2022-08-02 00:00:00+05:30,2023-02-15 00:00:00+05:30,762,3
979,"",FR45 6232 9873 45EH RHKL WHG9 W83,68.00,DebitCard,2022-11-03 00:00:00+05:30,2023-01-16 00:00:00+05:30,638,1
980,"",BA58 9254 2619 1040 9301,893.00,OnlineBanking,2022-09-22 00:00:00+05:30,2022-12-28 00:00:00+05:30,492,5
981,"",FI39 8624 7298 1872 12,58.00,OnlineBanking,2022-05-01 00:00:00+05:30,2022-10-13 00:00:00+05:30,256,4
982,"",CR64 4637 9397 0306 1595 3,184.00,DebitCard,2023-01-18 00:00:00+05:30,2023-01-14 00:00:00+05:30,553,2
983,"",FR46 8138 6682 23J3 RGHT HF0C G45,152.00,OnlineBanking,2022-04-03 00:00:00+05:30,2022-05-19 00:00:00+05:30,301,1
984,"",EE96 1595 0699 0507 4587,33.00,UPI,2022-03-29 00:00:00+05:30,2022-10-26 00:00:00+05:30,653,5
985,"",DE84 4956 1990 4990 4724 82,463.00,OnlineBanking,2022-12-11 00:00:00+05:30,2022-12-08 00:00:00+05:30,311,5
986,"",IT87 L118 4412 469R UIBY 2BJ7 MWT,100.00,OnlineBanking,2022-10-09 00:00:00+05:30,2022-09-03 00:00:00+05:30,845,5
987,"",BH39 TBEI 67V3 DXJI X2ZI 4Y,579.00,OnlineBanking,2023-02-10 00:00:00+05:30,2022-06-25 00:00:00+05:30,885,1
988,"",PT48 9905 0107 2920 3031 7127 1,549.00,DebitCard,2022-10-19 00:00:00+05:30,2022-11-06 00:00:00+05:30,639,5
989,"",CH23 9209 8HFI 7BSG Y9GV G,827.00,UPI,2022-06-27 00:00:00+05:30,2022-09-01 00:00:00+05:30,359,1
990,"",SI55 9150 5183 4213 936,72.00,OnlineBanking,2022-04-06 00:00:00+05:30,2022-06-29 00:00:00+05:30,541,2
991,"",MU61 ITAE 9019 2092 8075 3553 595W WR,1000.00,OnlineBanking,2022-09-04 00:00:00+05:30,2022-09-02 00:00:00+05:30,943,4
992,"",DK67 6585 7182 2542 71,963.00,OnlineBanking,2023-01-01 00:00:00+05:30,2022-09-27 00:00:00+05:30,417,1
993,"",KZ10 061B EUTP 61IX MRAF,781.00,OnlineBanking,2022-06-11 00:00:00+05:30,2022-05-23 00:00:00+05:30,695,2
994,"",LV56 ENZW WOFD D36D HG35 7,208.00,UPI,2022-10-26 00:00:00+05:30,2023-02-04 00:00:00+05:30,567,2
995,"",MR04 9602 6554 5187 4480 6640 121,697.00,UPI,2023-03-08 00:00:00+05:30,2022-04-30 00:00:00+05:30,492,1
996,"",RO82 WXDE 5XUM 4RDO XQZW UMLE,301.00,DebitCard,2022-11-11 00:00:00+05:30,2022-08-20 00:00:00+05:30,226,5
997,"",IS38 1334 1371 4232 3261 9747 42,362.00,CreditCard,2023-02-27 00:00:00+05:30,2022-05-24 00:00:00+05:30,949,4
998,"",KW78 JQTI ORNZ WHAE PWEO O3YI ROPJ RT,967.00,DebitCard,2022-09-12 00:00:00+05:30,2022-08-05 00:00:00+05:30,402,5
999,"",FR05 5229 1490 68Q6 WQ7M ZZEQ 031,103.00,UPI,2022-07-21 00:00:00+05:30,2022-11-18 00:00:00+05:30,755,2
1000,"",CR35 3254 4515 3942 0643 3,35.00,OnlineBanking,2022-08-31 00:00:00+05:30,2022-09-29 00:00:00+05:30,772,1
